YEAR,WEEK,ID_MATERIAL,ID_VENDOR,ID_PLANT,MAT GROUP,CONTRACT QTY,PRICE,CD_DOWN_INTERVAL,VL_BATCH,VL_MPVS,VL_MIN_ORDER_QTY,BATCH,MPVS,FY,FY_LY,STD BATCH,FY WOW,CONTRACT WEIGHT,SUPER THEME,ABC PRESENT,SAFETY TIME PROFILE,COVERAGE PROFILE SITE,COVERAGE PROFILE NO,VS CURRENT,VS PREV,SEGMENTATION,LIFETIME,LAST WEEK SITE COMMENTS,SIP COMMENTS,SITE COMMENTS,AVG_COVERAGE_ONLY,AVG_COVERAGE_ONLY_Q2,TOTAL_DEMAND_ONLY,TOTAL_DEMAND_ONLY_Q2,AVG_DEMAND_ONLY,AVG_DEMAND_ONLY_Q2,TOTAL_PREBUILD,TOTAL_PREBUILD_Q2,AVG_PREBUILD,AVG_PREBUILD_Q2,AVG_INVENTORY_ONLY,AVG_INVENTORY_ONLY_Q2,AVG_SAFETY,AVG_SAFETY_Q2,AVG_SUPPLY,AVG_SUPPLY_Q2
2022,5,1298,3,1,3,120000,48.42,120000,7.0,5.0,5000.0,184000.0,64000.0,812008.0,840696.0,248000.0,0.96587589330745,0.4838709677419355,8,1,1,6,5,105.96748645061376,67.21153564,5,2.0,1,1,1,2.2,50.07692307692308,-139577.0,-115929.0,-13957.7,-8917.615384615385,0.0,0.0,0.0,0.0,-2736.6,90742.15384615384,0.0,0.0,133000.0,228554.0
2022,42,2734,2,1,1,55520,200.4,50000,7.0,5.0,5000.0,47280.0,60720.0,305120.0,275600.0,108000.0,1.10711175616836,0.5140740740740741,7,2,5,20,26,82.10239907329071,31.02924229,5,0.0,1,1,1,,,,,,,,,,,,,,,,
2020,15,2,1,1,2,20680,1809.82,10000,7.0,6.0,5000.0,8800.0,1840.0,46410.0,53101.0,10640.0,0.8739948400218451,1.943609022556391,2,1,1,5,6,160.38714638720896,57.32274662,1,3.0,1,1,1,,49.333333333333336,,-8223.0,,-685.25,,0.0,,0.0,,5473.75,,0.0,,12476.0
2021,49,1980,2,1,2,25140,1044.31,25000,7.0,6.0,5000.0,4470.0,8850.0,108460.0,109574.0,13320.0,0.9898333546279228,1.887387387387388,9,1,1,6,6,54.14350235235857,16.68702916,5,1.0,1,1,1,1.4615384615384617,42.0,-41091.0,-10968.0,-3160.846153846154,-1218.6666666666667,0.0,0.0,0.0,0.0,-6539.2307692307695,4962.111111111111,0.0,0.0,17568.0,37712.0
2023,18,2756,2,1,1,25004,722.57,25000,7.0,5.0,5000.0,5520.0,11040.0,64120.0,72840.0,16560.0,0.8802855573860516,1.509903381642512,3,1,1,13,2,0.411792982,0.817079167,1,0.0,1,1,1,,44.44444444444444,,0.0,,,,0.0,,,,,,,,13696.0
2021,46,2279,4,1,3,5100,459.09,5000,7.0,5.0,5000.0,1560.0,1560.0,3120.0,3120.0,3120.0,1.0,1.6346153846153846,8,1,1,1,1,,,13,0.0,1,1,1,770.5384615384615,974.5,-2252.0,0.0,-225.2,,0.0,0.0,0.0,,923.3,,0.0,,1536.0,0.0
2021,49,2038,3,1,3,21400,341.97,15000,7.0,5.0,5000.0,20900.0,0.0,133422.0,144572.0,20900.0,0.9228757989098856,1.0239234449760766,2,1,1,5,2,92.35400799,55.95136765,1,0.0,1,1,1,43.61538461538461,101.66666666666669,-47108.0,-18290.0,-3623.692307692308,-2032.2222222222224,0.0,0.0,0.0,0.0,17194.53846153846,27495.222222222223,0.0,0.0,52512.0,17664.0
2023,30,3709,2,1,1,139500,35.39,100000,7.0,5.0,5000.0,150300.0,46800.0,243000.0,277200.0,197100.0,0.8766233766233766,0.7077625570776256,4,2,1,1,1,0.403718743,1.311285024,1,0.0,1,1,1,0.0,,0.0,,,,0.0,,,,,,,,0.0,
2021,45,1673,2,1,1,49080,96.71,45000,7.0,5.0,5000.0,6630.0,19370.0,44424.0,41712.0,26000.0,1.0650172612197928,1.887692307692308,31,1,1,6,5,87.40069720602907,69.25735683,6,0.0,1,1,1,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,0.0,0.0
2021,10,1492,3,1,3,10950,328.93,5000,7.0,5.0,5000.0,9600.0,9600.0,31313.0,37177.0,19200.0,0.8422680689673723,0.5703125,8,3,1,15,7,115.45802327400403,108.923568,1,3.0,1,1,1,21.0,73.15384615384616,-7670.0,-11486.0,-1534.0,-883.5384615384615,0.0,0.0,0.0,0.0,1409.4,7977.923076923077,0.0,0.0,8704.0,12268.0
2021,49,1644,2,1,1,55680,153.61,50000,7.0,5.0,5000.0,36540.0,6240.0,224290.0,240830.0,42780.0,0.9313208487314704,1.3015427769985974,7,1,1,6,7,72.68679110295518,126.5482563,5,0.0,1,1,1,18.0,62.22222222222222,-48268.0,-28872.0,-3712.923076923077,-3208.0,0.0,0.0,0.0,0.0,10285.153846153846,26960.555555555555,0.0,0.0,67360.0,39595.0
2023,14,3732,2,1,1,23556,496.46,10000,7.0,5.0,5000.0,18304.0,24076.0,121524.0,123396.0,42380.0,0.9848293299620732,0.5558282208588957,6,1,1,5,6,0.939590812,1.448234827,9,0.0,1,1,1,,58.30769230769231,,0.0,,,,0.0,,,,,,,,41959.0
2021,26,577,2,1,2,25088,1081.72,25000,7.0,6.0,5000.0,23340.0,8460.0,49691.0,50050.0,31800.0,0.9928271728271728,0.7889308176100629,2,1,1,1,1,74.77550656140805,38.50646437,1,3.0,1,1,1,,79.0,,-1049.0,,-1049.0,,0.0,,0.0,,20428.0,,0.0,,0.0
2023,26,3595,3,1,3,72400,138.89,60000,7.0,5.0,5000.0,76800.0,54400.0,361600.0,364800.0,131200.0,0.9912280701754386,0.551829268292683,8,1,1,6,6,0.083613658,1.236099136,9,1.0,1,1,1,,65.0,,0.0,,,,0.0,,,,,,,,18720.0
2021,44,2340,6,1,3,10830,371.11,5000,7.0,5.0,5000.0,8436.0,3654.0,21349.0,19789.0,12090.0,1.0788316741624135,0.8957816377171216,27,1,1,5,6,,146.6856975,1,0.0,1,1,1,34.23076923076923,33.75,-51398.0,-12632.0,-3953.692307692308,-3158.0,0.0,-1032.0,0.0,-258.0,16287.307692307691,15450.75,0.0,0.0,41707.0,12259.0
2022,6,1568,4,1,3,19600,255.19,15000,7.0,5.0,5000.0,4800.0,30400.0,91052.0,89593.0,35200.0,1.016284754389294,0.5568181818181818,5,1,1,5,2,100.91281415923136,2.662917794,7,2.0,1,1,1,27.22222222222222,38.92307692307692,-21385.0,-16941.0,-2376.111111111112,-1303.1538461538462,0.0,0.0,0.0,0.0,-319.55555555555554,9323.923076923076,0.0,0.0,29664.0,18168.0
2023,15,3521,1,1,1,135200,142.59,100000,7.0,5.0,5000.0,66560.0,186240.0,382225.0,355011.0,252800.0,1.0766567796490814,0.5348101265822784,2,1,1,5,7,0.171221918,0.937944734,5,1.0,1,1,1,,52.083333333333336,,0.0,,,,0.0,,,,,,,,256192.0
2022,5,1168,3,1,3,52500,235.23,40000,7.0,5.0,5000.0,54400.0,17600.0,143009.0,179945.0,72000.0,0.794737280835811,0.7291666666666666,6,1,1,6,2,68.31215972,102.5524849,5,2.0,7,1,1,33.3,106.6923076923077,-34748.0,-27835.0,-3474.8,-2141.153846153846,0.0,0.0,0.0,0.0,9605.3,38629.769230769234,0.0,0.0,56280.0,27960.0
2020,32,237,1,1,1,30800,371.49,30000,7.0,5.0,5000.0,16280.0,21230.0,86680.0,81180.0,37510.0,1.067750677506775,0.8211143695014663,13,1,1,5,8,150.8223864,47.90434129,5,0.0,4,1,1,65.2,,-9456.0,,-1891.2,,0.0,,0.0,,11512.2,,0.0,,2000.0,
2022,4,1777,2,1,1,80720,151.05,75000,7.0,5.0,5000.0,73360.0,14960.0,257107.0,320216.0,88320.0,0.802917405751118,0.9139492753623188,7,1,1,6,7,104.19910228584908,57.53322369,5,0.0,1,1,1,63.18181818181818,90.84615384615384,-89448.0,-74714.0,-8131.636363636364,-5747.2307692307695,0.0,0.0,0.0,0.0,70796.45454545454,73100.07692307692,0.0,0.0,165072.0,65441.0
2022,22,2972,3,1,3,29020,235.97,25000,7.0,5.0,5000.0,43200.0,12800.0,168000.0,184000.0,56000.0,0.9130434782608696,0.5182142857142857,13,1,1,5,5,8144.239031201331,99.03944817,9,0.0,1,1,1,,37.833333333333336,,-4488.0,,-748.0,,0.0,,0.0,,31885.0,,0.0,,21168.0
2023,16,2950,5,1,3,71550,289.59,60000,7.0,5.0,5000.0,76800.0,72000.0,316137.0,316137.0,148800.0,1.0,0.4808467741935484,30,1,1,6,9,0.091198863,0.835765582,6,2.0,1,1,1,,67.54545454545455,,0.0,,,,0.0,,,,,,,,143303.0
2021,47,1449,3,1,3,47000,105.34,40000,7.0,5.0,5000.0,49500.0,58500.0,481500.0,556736.0,108000.0,0.8648623404989079,0.4351851851851852,4,1,1,6,6,95.88060303272071,49.08385958,1,0.0,1,1,1,22.65384615384616,54.07142857142857,-353314.0,-136046.0,-13589.0,-9717.57142857143,0.0,0.0,0.0,0.0,41185.730769230766,69999.57142857143,0.0,0.0,367872.0,136218.0
2020,23,864,5,1,3,38350,210.0,25000,7.0,5.0,5000.0,36833.0,0.0,36833.0,36833.0,36833.0,1.0,1.0411858930850053,2,1,1,1,1,156.95118966424556,0.0,1,0.0,1,1,1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2022,19,2912,4,1,3,44800,114.71,40000,7.0,5.0,5000.0,67723.0,0.0,81365.0,81365.0,67723.0,1.0,0.6615182434328072,6,1,1,5,5,63.668927005885145,7.976198598,8,0.0,1,1,2,,9.333333333333334,,-65392.0,,-7265.777777777777,,0.0,,0.0,,9869.444444444443,,0.0,,67680.0
2023,36,4111,1,1,1,69876,1129.19,50000,7.0,5.0,5000.0,39624.0,33744.0,208680.0,209112.0,73368.0,0.9979341214277516,0.9524043179587832,4,2,1,5,5,0.592317756,1.154376642,5,1.0,1,1,1,35.333333333333336,,0.0,,,,0.0,,,,,,,,25536.0,
2020,3,183,2,1,1,265300,73.4,250000,7.0,5.0,5000.0,136080.0,66640.0,842716.0,812001.0,202720.0,1.0378263080956798,1.3087016574585637,4,1,1,1,1,68.57010697,12.25053987,1,0.0,1,1,1,31.90909090909091,64.0,-161386.0,-153288.0,-14671.454545454546,-11791.384615384615,0.0,-169476.0,0.0,-13036.615384615385,61806.90909090909,139607.53846153847,-2106.7272727272725,-917.6153846153846,163237.0,319922.0
2021,20,514,1,1,1,78000,171.65,75000,7.0,5.0,5000.0,36400.0,15600.0,129323.0,151877.0,52000.0,0.8514982518748724,1.5,7,1,1,15,4,111.9889926772258,33.25875829,1,3.0,1,3,3,,35.0,,-24517.0,,-3502.428571428572,,0.0,,0.0,,17174.571428571428,,0.0,,22800.0
2023,14,3046,3,1,3,84900,132.67,60000,7.0,5.0,5000.0,42000.0,84000.0,219094.0,251111.0,126000.0,0.8724986161498302,0.6738095238095239,7,1,1,5,6,0.374848929,1.187827489,1,0.0,1,1,1,,61.76923076923077,,0.0,,,,0.0,,,,,,,,175643.0
2020,7,396,2,1,2,10290,1543.28,10000,7.0,6.0,5000.0,5640.0,8490.0,52375.0,56165.0,14130.0,0.9325202528264934,0.7282377919320594,12,1,1,1,1,117.69495915000998,97.44849802,4,0.0,1,1,1,26.857142857142858,40.46153846153846,-7504.0,-11016.0,-1072.0,-847.3846153846154,0.0,0.0,0.0,0.0,5453.285714285715,5329.461538461538,-445.57142857142856,64.53846153846153,12762.0,12092.0
2021,12,1126,4,1,3,12750,1062.0,5000,7.0,5.0,5000.0,5150.0,4200.0,9350.0,9350.0,9350.0,1.0,1.3636363636363635,5,1,1,15,9,78.87169920297234,17.93570348,5,3.0,1,1,1,7.0,58.84615384615385,-2352.0,-6923.0,-784.0,-532.5384615384615,0.0,0.0,0.0,0.0,625.0,4283.076923076923,0.0,0.0,1872.0,11232.0
2021,14,1206,1,1,1,92640,47.91,75000,7.0,5.0,5000.0,97200.0,16200.0,361998.0,406980.0,113400.0,0.8894736842105263,0.816931216931217,8,1,1,15,7,171.4402554564763,51.7352488,5,0.0,1,1,1,,70.46153846153847,,-91544.0,,-7628.666666666667,,0.0,,0.0,,78795.83333333333,,0.0,,203400.0
2022,12,2021,5,1,3,5698,597.02,5000,7.0,5.0,5000.0,3120.0,3640.0,16275.0,24086.0,6760.0,0.6757037283069003,0.8428994082840237,27,1,1,5,9,69.38253723466669,90.78622606,6,2.0,1,1,1,27.33333333333333,80.46153846153847,-2828.0,-9824.0,-942.6666666666666,-755.6923076923077,0.0,0.0,0.0,0.0,3244.333333333333,8225.615384615385,0.0,0.0,9440.0,9476.0
2020,30,651,3,1,3,5300,251.05,5000,7.0,5.0,5000.0,0.0,2872.0,2872.0,3115.0,2872.0,0.9219903691813804,1.8454038997214484,16,1,2,1,1,48.5862415,0.0,1,0.0,1,1,1,866.0,,0.0,,,,0.0,,,,,,,,0.0,
2021,44,976,1,1,2,48650,922.92,45000,7.0,6.0,5000.0,46000.0,53400.0,128462.0,128652.0,99400.0,0.99852314771632,0.4894366197183099,2,3,1,5,2,61.375448055280536,44.69438113,5,3.0,1,1,1,646.1538461538462,999.0,-50705.0,-7211.0,-3900.3846153846152,-1802.75,0.0,0.0,0.0,0.0,38857.230769230766,40636.75,0.0,0.0,69792.0,4224.0
2022,11,1406,4,1,3,10100,412.67,5000,7.0,5.0,5000.0,4800.0,31200.0,83033.0,105531.0,36000.0,0.7868114582444968,0.2805555555555555,6,1,1,5,9,105.91513491253627,75.6189919,6,2.0,1,1,1,3.0,110.46153846153848,-10823.0,-14772.0,-2705.75,-1136.3076923076924,0.0,0.0,0.0,0.0,968.5,23770.0,0.0,0.0,8784.0,31244.0
2022,44,3388,2,1,2,11154,3691.5,10000,7.0,6.0,5000.0,8290.0,18920.0,89340.0,88290.0,27210.0,1.0118926265715256,0.4099228224917309,30,1,5,5,6,109.184235044273,94.38174967,5,1.0,1,1,1,,,,,,,,,,,,,,,,
2020,4,203,3,1,3,27425,196.79,25000,7.0,5.0,5000.0,24000.0,33600.0,172692.0,176080.0,57600.0,0.9807587460245344,0.4761284722222222,7,1,1,1,1,70.98122558,31.59417845,1,1.0,1,1,1,19.6,41.0,-58943.0,-31436.0,-5894.3,-2418.153846153846,0.0,0.0,0.0,0.0,16391.6,14442.307692307691,-669.2,144.3846153846154,71501.0,36348.0
2022,15,2883,2,1,1,255920,255.31,250000,7.0,5.0,5000.0,147932.0,0.0,428041.0,428042.0,147932.0,0.999997663780657,1.7299840467241705,7,1,1,5,6,,,8,0.0,1,1,1,,18.15384615384616,0.0,-5741.0,,-820.1428571428571,0.0,0.0,,0.0,,103049.28571428572,,0.0,0.0,150868.0
2022,16,2737,2,1,1,33936,761.33,30000,7.0,5.0,5000.0,30170.0,26635.0,131810.0,109818.0,56805.0,1.200258609699685,0.5974121996303142,1,1,1,10,20,88.64668652584328,60.94962069,10,0.0,3,1,1,,22.666666666666668,,-42472.0,,-3539.333333333333,,0.0,,0.0,,10746.333333333334,,0.0,,51600.0
2023,19,2824,5,1,3,46800,162.35,40000,7.0,5.0,5000.0,12800.0,19200.0,106049.0,123001.0,32000.0,0.8621799822765669,1.4625,8,1,1,5,5,0.421118462,1.239963603,1,3.0,1,1,1,,66.5,,0.0,,,,0.0,,,,,,,,26496.0
2022,18,3025,2,1,2,25170,1549.97,25000,7.0,6.0,5000.0,19684.0,5449.0,118124.0,118221.0,25133.0,0.9991795027956116,1.0014721680658896,1,1,1,5,2,44.13768473943549,79.02024467,10,0.0,1,1,1,,31.6,,-45870.0,,-4587.0,,0.0,,0.0,,10042.8,,0.0,,52992.0
2021,37,2014,3,1,3,77500,36.48,60000,7.0,5.0,5000.0,77500.0,62000.0,325500.0,449500.0,139500.0,0.7241379310344828,0.5555555555555556,5,1,1,5,4,82.93773811143161,40.64436988,10,0.0,1,1,1,28.2,,-141398.0,,-14139.8,,0.0,,0.0,,23084.9,,0.0,,41936.0,
2020,4,209,2,1,1,76500,142.82,75000,7.0,5.0,5000.0,62910.0,92790.0,362829.0,332248.0,155700.0,1.092042691001902,0.4913294797687861,7,1,1,1,1,94.81308155,29.4243196,1,1.0,1,1,1,22.1,53.46153846153846,-137810.0,-69373.0,-13781.0,-5336.384615384615,0.0,-36334.0,0.0,-2794.923076923077,32033.4,41878.0,-2010.8,581.2307692307693,172983.0,88799.0
2021,11,1212,1,1,1,26780,312.36,25000,7.0,5.0,5000.0,1690.0,0.0,66123.0,64181.0,1690.0,1.0302581760957292,15.846153846153848,8,1,1,16,6,85.82300209178254,6.277961398,5,1.0,1,1,1,97.0,60.53846153846154,-5749.0,-15699.0,-1437.25,-1207.6153846153843,0.0,0.0,0.0,0.0,16867.25,11001.76923076923,0.0,0.0,0.0,14633.0
2022,11,1760,3,1,3,64000,50.16,60000,7.0,5.0,5000.0,48000.0,16000.0,79198.0,80323.0,64000.0,0.9859940490270532,1.0,8,2,1,1,1,34.25056797355344,0.0,1,2.0,1,1,1,35.5,6.153846153846154,-131820.0,-67800.0,-43940.0,-11300.0,0.0,0.0,0.0,0.0,49348.0,11177.0,0.0,0.0,0.0,61726.0
2020,7,348,4,1,3,25880,118.62,25000,7.0,5.0,5000.0,25600.0,16000.0,170800.0,190676.0,41600.0,0.8957603473955821,0.6221153846153846,8,1,1,1,1,86.46502458039664,96.50709458,1,3.0,1,1,1,50.85714285714285,41.07692307692308,-25912.0,-50512.0,-3701.714285714286,-3885.538461538461,0.0,0.0,0.0,0.0,32766.28571428572,24506.53846153846,-1753.142857142857,225.46153846153845,39456.0,52726.0
2021,41,1713,2,1,2,10725,1969.19,10000,7.0,6.0,5000.0,7600.0,13400.0,52050.0,49725.0,21000.0,1.0467571644042233,0.5107142857142857,5,1,1,19,2,44.92383745520827,75.78874535,6,0.0,1,1,1,20.15384615384616,41.0,-11978.0,-669.0,-921.3846153846154,-669.0,-1373.0,0.0,-105.6153846153846,0.0,2214.4615384615386,4281.0,0.0,0.0,17767.0,1440.0
2021,13,23,2,2,1,51750,21.61,50000,7.0,5.0,5000.0,63000.0,31500.0,378546.0,387780.0,94500.0,0.976187529011295,0.5476190476190477,2,3,1,15,7,122.4895170543366,26.29849131,5,3.0,1,1,1,44.5,57.84615384615385,-2904.0,-15461.0,-1452.0,-1189.3076923076924,0.0,0.0,0.0,0.0,6948.0,13786.384615384615,0.0,0.0,1128.0,25584.0
2022,47,3005,2,1,2,7696,2963.38,5000,7.0,6.0,5000.0,3725.0,3350.0,20050.0,21475.0,7075.0,0.9336437718277066,1.087773851590106,30,3,5,20,29,148.92364080645345,14.58899507,5,2.0,2,1,4,,,,,,,,,,,,,,,,
2020,35,163,5,1,3,48000,55.84,40000,7.0,5.0,5000.0,60000.0,24000.0,107651.0,150285.0,84000.0,0.716312339887547,0.5714285714285714,6,1,1,5,5,95.26731489578684,74.54832864,7,0.0,1,1,1,84.375,,-30232.0,,-3779.0,,0.0,,0.0,,30473.625,,0.0,,0.0,
2022,20,2113,2,1,1,119920,196.96,100000,7.0,5.0,5000.0,91520.0,65280.0,614240.0,614720.0,156800.0,0.9992191566892245,0.764795918367347,4,1,1,5,5,90.20084971,34.28280622,5,0.0,1,1,1,,21.0,,-61223.0,,-7652.875,,0.0,,0.0,,28166.0,,0.0,,101912.0
2020,13,526,2,1,2,5760,955.4,5000,7.0,6.0,5000.0,0.0,2820.0,6280.0,6469.0,2820.0,0.9707837378265576,2.042553191489361,17,1,1,6,2,81.93849200996802,2.971565675,1,0.0,2,1,1,46.0,79.0,-158.0,-1901.0,-158.0,-146.23076923076923,0.0,0.0,0.0,0.0,800.0,1973.3076923076924,0.0,0.0,0.0,2784.0
2023,12,3778,2,1,1,98100,38.89,75000,7.0,5.0,5000.0,0.0,164700.0,216900.0,206100.0,164700.0,1.0524017467248907,0.5956284153005464,8,6,1,1,1,1.05,1.764705882,1,0.0,1,1,1,19.0,92.15384615384616,0.0,0.0,,,0.0,0.0,,,,,,,8100.0,155520.0
2022,19,2915,2,1,1,43200,167.83,40000,7.0,5.0,5000.0,74419.0,6545.0,80964.0,80964.0,80964.0,1.0,0.5335704757670076,6,1,1,5,5,63.668927005885145,7.976198598,8,0.0,1,1,2,,9.333333333333334,,-65392.0,,-7265.777777777777,,0.0,,0.0,,9869.444444444443,,0.0,,67680.0
2023,13,2986,6,1,3,23800,177.19,15000,7.0,5.0,5000.0,18000.0,18000.0,74583.0,80784.0,36000.0,0.9232397504456328,0.6611111111111111,16,1,1,5,5,0.112879757,1.286823281,1,0.0,1,1,1,41.0,51.30769230769231,0.0,0.0,,,0.0,0.0,,,,,,,6624.0,38809.0
2022,22,2618,3,1,3,15700,103.5,15000,7.0,5.0,5000.0,12000.0,24000.0,48282.0,40975.0,36000.0,1.1783282489322755,0.4361111111111111,25,1,1,10,20,76.41053269668767,31.0753952,8,0.0,1,1,1,,30.33333333333333,,-59523.0,,-9920.5,,0.0,,0.0,,24146.666666666668,,0.0,,19152.0
2021,30,190,4,1,3,5030,510.11,5000,7.0,5.0,5000.0,5645.0,4800.0,10445.0,11076.0,10445.0,0.9430299747201156,0.4815701292484442,10,1,1,1,1,53.09305250409736,59.89770171,1,3.0,1,1,1,985.0,,0.0,,,,0.0,,,,,,,,0.0,
2020,17,663,1,1,1,15600,365.84,10000,7.0,5.0,5000.0,10833.0,0.0,10833.0,,10833.0,,1.4400443090556632,6,1,2,1,1,16.971363053821666,0.0,1,3.0,1,1,1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2020,13,410,1,1,1,84930,129.33,75000,7.0,5.0,5000.0,38950.0,32870.0,182927.0,186210.0,71820.0,0.9823693679179422,1.1825396825396826,2,1,1,5,9,136.31886346280135,24.03548843,1,3.0,1,1,1,17.0,62.30769230769231,-1294.0,-51036.0,-1294.0,-3925.846153846154,0.0,0.0,0.0,0.0,10386.0,36300.69230769231,0.0,0.0,0.0,86353.0
2020,39,1012,3,1,3,65000,88.66,60000,7.0,5.0,5000.0,78000.0,13000.0,134384.0,138407.0,91000.0,0.9709335510487186,0.7142857142857143,27,1,1,5,6,88.30138803414049,53.60820657,6,0.0,1,4,4,31.5,,-47913.0,,-3992.75,,0.0,,0.0,,18693.0,,0.0,,55940.0,
2022,2,2488,2,1,2,5126,3849.08,5000,7.0,6.0,5000.0,3872.0,0.0,9724.0,,3872.0,,1.3238636363636365,30,3,1,6,6,66.04030284930043,45.98775959413114,5,2.0,1,1,1,63.5,98.53846153846152,-3256.0,-1811.0,-271.3333333333333,-139.30769230769232,0.0,0.0,0.0,0.0,1247.6666666666667,2058.0,0.0,0.0,6180.0,345.0
2021,12,1316,5,1,3,16800,162.62,15000,7.0,5.0,5000.0,31200.0,14400.0,145904.0,177788.0,45600.0,0.8206628118883165,0.3684210526315789,6,1,1,15,4,148.74108116600044,29.84218345,7,3.0,4,1,1,1.3333333333333333,36.76923076923077,-12511.0,-39484.0,-4170.333333333333,-3037.230769230769,0.0,0.0,0.0,0.0,-429.3333333333333,9827.76923076923,0.0,0.0,6624.0,46428.0
2022,8,2722,4,1,3,6300,470.89,5000,7.0,5.0,5000.0,5664.0,0.0,38132.0,37699.0,5664.0,1.01148571580148,1.1122881355932204,2,1,1,6,5,69.23228588,59.83764865,5,1.0,1,1,5,7.857142857142857,55.30769230769231,-33692.0,-26161.0,-4813.142857142857,-2012.384615384616,0.0,0.0,0.0,0.0,3522.714285714286,17776.153846153848,0.0,0.0,33048.0,48122.0
2020,28,420,4,1,3,13020,368.97,5000,7.0,5.0,5000.0,30080.0,13440.0,67152.0,66349.0,43520.0,1.0121026692188275,0.2991727941176471,13,1,1,5,9,127.10451989682583,8.173357253,5,3.0,1,1,1,59.0,,-777.0,,-777.0,,0.0,,0.0,,9105.0,,0.0,,0.0,
2021,41,1170,4,1,3,80960,114.85,60000,7.0,5.0,5000.0,80000.0,163200.0,745600.0,640000.0,243200.0,1.165,0.3328947368421052,2,1,1,5,7,74.09227211483014,65.75505557,5,0.0,1,1,1,26.615384615384617,69.0,-189894.0,-10051.0,-14607.23076923077,-10051.0,-14586.0,0.0,-1122.0,0.0,39252.46153846154,83137.0,0.0,0.0,247540.0,12362.0
2021,30,1428,3,1,3,90250,83.99,60000,7.0,5.0,5000.0,130000.0,130000.0,630500.0,780000.0,260000.0,0.8083333333333333,0.3471153846153846,8,1,1,18,5,77.66971825668018,77.53115873,6,3.0,7,1,1,17.666666666666668,,-34603.0,,-11534.333333333334,,0.0,,0.0,,32455.33333333333,,0.0,,46593.0,
2022,25,1274,3,1,3,112800,118.64,60000,7.0,5.0,5000.0,126000.0,0.0,138408.0,138408.0,126000.0,1.0,0.8952380952380953,8,1,1,1,1,113.42891196575968,6.460295964,1,3.0,1,1,1,,86.0,,-8958.0,,-2986.0,,0.0,,0.0,,53484.0,,0.0,,6.0
2022,16,2558,2,1,1,25024,1016.97,25000,7.0,5.0,5000.0,5520.0,25980.0,131880.0,158863.0,31500.0,0.8301492480942699,0.7944126984126985,6,1,1,5,9,67.48533671,12.78139459,8,0.0,5,1,1,,74.08333333333333,,-74466.0,,-6205.5,,0.0,,0.0,,28313.0,,0.0,,73728.0
2020,30,453,3,1,3,13100,496.5,5000,7.0,5.0,5000.0,9800.0,0.0,14700.0,14700.0,9800.0,1.0,1.336734693877551,22,2,1,5,6,147.37516609832596,32.1431092,5,3.0,1,1,1,43.333333333333336,,-484.0,,-161.33333333333334,,0.0,,0.0,,663.0,,0.0,,119.0,
2022,24,2265,4,1,3,34550,364.55,25000,7.0,5.0,5000.0,25600.0,5120.0,163840.0,325120.0,30720.0,0.5039370078740157,1.1246744791666667,4,1,1,5,6,125.35250590381114,58.44103454,5,1.0,1,1,1,,33.25,,-12262.0,,-3065.5,,0.0,,0.0,,6779.0,,0.0,,6600.0
2023,31,3082,1,1,1,10206,3949.11,10000,7.0,5.0,5000.0,8816.0,0.0,36144.0,40416.0,8816.0,0.8942992874109263,1.1576678765880215,4,3,1,5,4,0.319094404,0.828175291,5,2.0,1,1,1,55.25,,0.0,,,,0.0,,,,,,,,3006.0,
2021,44,2342,2,1,1,30368,440.51,30000,7.0,5.0,5000.0,24700.0,31668.0,81004.0,78646.0,56368.0,1.029982453017318,0.5387453874538746,5,1,1,5,7,,150.5217335,1,0.0,4,1,1,54.84615384615385,33.75,-39820.0,-2909.0,-3063.076923076923,-727.25,0.0,0.0,0.0,0.0,9069.923076923076,3491.5,0.0,0.0,20736.0,1556.0
2023,19,3449,2,1,1,66600,213.63,50000,7.0,5.0,5000.0,6700.0,95200.0,260300.0,308900.0,101900.0,0.842667529944966,0.6535819430814525,5,1,1,5,6,0.627593602,1.096008446,1,0.0,1,1,1,,61.5,,0.0,,,,0.0,,,,,,,,109200.0
2023,26,3857,4,1,3,128400,42.02,120000,7.0,5.0,5000.0,132000.0,12000.0,420000.0,432000.0,144000.0,0.9722222222222222,0.8916666666666667,6,1,1,5,6,0.774192737,3.553283523,8,0.0,1,1,1,,72.0,,0.0,,,,0.0,,,,,,,,0.0
2021,32,1821,2,1,2,49210,587.55,45000,7.0,6.0,5000.0,17325.0,14280.0,65030.0,61915.0,31605.0,1.0503109101187111,1.55703211517165,6,1,1,18,6,133.26231988065277,48.25981771,8,0.0,1,1,1,22.8,,-5924.0,,-1184.8,,0.0,,0.0,,3743.8,,0.0,,7521.0,
2023,24,3491,1,2,1,53910,480.89,50000,7.0,5.0,5000.0,41045.0,0.0,129190.0,135342.0,41045.0,0.9545447828464187,1.3134364721646974,2,1,1,6,7,0.081616162,0.641795972,8,1.0,1,1,1,,67.66666666666667,,0.0,,,,0.0,,,,,,,,8832.0
